Acc No,Title,Author,Publication,Language,Subject,Rack,Condition,Status,Acc/Rcvd Date,Register,Register SN,Comments,Corrections
DC166,The Kuvalayananda,T.K.Ramchandra Aiyyar,,,NA,R14,G,OC,,DC,166,,
DC167,Kumarasambhava Mahakavyam Canto 1,T.K.Ramchandra Aiyyar,,,NA,R14,G,OC,,DC,167,,
DC168,Karnabharam of Bhasa,T.K.Ramchandra Aiyyar,,,NA,R14,G,OC,,DC,168,,
DC169,Sri Ramacharita Manas (Sri Mani Ramdas Seva Trust) (Sundara Kandam),Unknown,,,NA,R14,G,OC,,DC,169,,
DC17,Sri Vishnu Sahasranama,Swami Tapasyananda,,,NA,R14,G,OC,,DC,17,,
DC170,Naganandanam,M.K.Jagannatha Raja,,,NA,R14,G,OC,,DC,170,,
DC171,Sri Ramacharita Manas (Sri Mani Ramdas Seva Trust) (Sundara Kandam),Unknown,,,NA,R14,G,OC,,DC,171,,
DC172,Isavasya Upanishad,Swami Sarvananda,,,NA,R14,G,OC,,DC,172,,
DC173,Madhyama Vyayoga of Bhasa,T.K.Ramchandra Aiyyar,,,NA,R14,G,OC,,DC,173,,
DC174,Mimamsa Paribhasha,Gangachara Misra,,,NA,R14,G,OC,,DC,174,,
DC175,Vedanta Sara (Advaita Ashrama),Swami Nikhilananda,,,NA,R14,G,OC,,DC,175,,
DC176,Vedanta Sara (Advaita Ashrama),Swami Nikhilananda,,,NA,R14,G,OC,,DC,176,,
DC177,Vedanta Saram,Sri Sadanandar,,,NA,R14,G,OC,,DC,177,,
DC178,Vedanta Saram,Sri Sadanandar,,,NA,R14,G,OC,,DC,178,,
DC179,Kumarasambhava Mahakavyam ( Prathama Sarga ),Sesharaja Sharma Regmi,,,NA,R14,G,OC,,DC,179,,
DC18,Sri Vishnu Sahasranama,Swami Tapasyananda,,,NA,R14,G,OC,,DC,18,,
DC180,Samkshepa Ramayanam,Dr.K.Prashanth,,,NA,R14,G,OC,,DC,180,,
DC181,Sivaleelarnavam,Dr.Devi Prasad Sharma,,,NA,R14,G,OC,,DC,181,,
DC182,Sivaleelarnavam,Dr.Devi Prasad Sharma,,,NA,R14,G,OC,,DC,182,,
DC183,Sivaleelarnavam,Dr.Devi Prasad Sharma,,,NA,R14,G,OC,,DC,183,,
DC184,Sivaleelarnavam,Dr.Devi Prasad Sharma,,,NA,R14,G,OC,,DC,184,,
DC185,Sivaleelarnavam,Dr.Devi Prasad Sharma,,,NA,R14,G,OC,,DC,185,,
DC186,Sivaleelarnavam,Dr.Devi Prasad Sharma,,,NA,R14,G,OC,,DC,186,,
DC187,New Vistas In English Prose,Steuart H King,,,NA,R14,G,OC,,DC,187,,
DC188,Thoni Vilakku (Dhanya Loka),P.S.Subramania Sastri,,,NA,R14,G,OC,,DC,188,,
DC189,Thoni Vilakku (Dhanya Loka),P.S.Subramania Sastri,,,NA,R14,G,OC,,DC,189,,
DC19,Dhaturupa Manjari (R.S.Vadhyar & Sons),Unknown,,,NA,R14,G,OC,,DC,19,,
DC190,Kiratarjuniyam,M.R.Kale,,,NA,R14,G,OC,,DC,190,,
DC191,Sakuntala Caritam,Dr.R.Thiyagarajan,,,NA,R14,G,OC,,DC,191,,
DC192,Vedartha Sangraha,S.S.Raghavachar,,,NA,R14,G,OC,,DC,192,,
DC193,Vedanta Paribhasha,Swami Madhavananda,,,NA,R14,G,OC,,DC,193,,
DC194,Vedanta Paribhasha,Swami Madhavananda,,,NA,R14,D,OC,,DC,194,,
DC195,Vedanta Paribhasha,Swami Madhavananda,,,NA,R14,D,OC,,DC,195,,
DC196,Vedartha Sangraha,Veerapuram Sadagopachariar,,,NA,R14,G,OC,,DC,196,,
DC197,Vedanta Paribhasha,Swami Madhavananda,,,NA,R14,G,OC,,DC,197,,
DC198,Brahma Sutra Sankara Bhasyam (Motilal Banarasidas),Unknown,,,NA,R14,G,OC,,DC,198,,
DC199,Srimad Vishnu Tattva Nirnaya,S.S.Raghavachar,,,NA,R14,D,OC,,DC,199,,
DC2,Srimad Valmiki Ramayana - Part 2 (Gita Press),Unknown,,,NA,R14,G,OC,,DC,2,,
DC20,Dhaturupa Manjari (R.S.Vadhyar & Sons),Unknown,,,NA,R14,G,OC,,DC,20,,
DC200,Kadambari Sangraha(Uttara Bhaga),R.V.Krishnamachariar,,,NA,R14,D,OC,,DC,200,,
DC201,Laghu Kadambari Sangraha,R.V.Krishnamachariar,,,NA,R14,G,OC,,DC,201,,
DC202,Kadambari Sangraha & Kumara Sambhava (7Th Canto),R.V.Krishnamachariar,,,NA,R14,D,OC,,DC,202,,
DC203,Kadambari Sangraha & Kumara Sambhava (7Th Canto),R.V.Krishnamachariar,,,NA,R14,D,OC,,DC,203,,
DC204,Laghu Kadambari Sangraha,R.V.Krishnamachariar,,,NA,R14,D,OC,,DC,204,,
DC205,Kadambari,Unknown,,,NA,R14,D,OC,,DC,205,,
DC206,Gitagovind of Jayadeva,Mangesh Ramakrishna Telang,,,NA,R14,TBR,OC,,DC,206,,
DC207,Smruti Manjari,M. Ramanata Deekshita,,,NA,R14,G,OC,,DC,207,,
DC208,Samasmartaprayoga Manjari,M. Ramanata Deekshita,,,NA,R14,G,OC,,DC,208,,
DC209,Laghu Prayoga Manjari,M. Ramanata Deekshita,,,NA,R14,G,OC,,DC,209,,
DC21,Sivalilarnavam,R Balakrishna Sastri,,,NA,R14,G,OC,,DC,21,,
DC210,Higher Sanskrit Grammar,M.R.Kale,,,NA,R14,TBR,OC,,DC,210,,
DC211,Vykarana Mahabhasyam,Madhusudhana Mishra,,,NA,R14,G,OC,,DC,211,,
DC212,Samskritasri Patamala - 1 (Sanskrit Educational Soceity),Unknown,,,NA,R14,G,OC,,DC,212,,
DC213,Sivananda Lahari,Swami Tapasyananda,,,NA,R14,G,OC,,DC,213,,
DC214,Sakuntala Charitam,Dr. R. Thiagarajan,,,NA,R14,G,OC,,DC,214,,
DC215,Sabda Manjari ( R.S. Vadhyar & Sons),Unknown,,,NA,R14,G,OC,,DC,215,,
DC216,Saral Sanskrit Balabodh,Jayantkrishna K Dave,,,NA,R14,G,OC,,DC,216,,
DC217,A Sanskrit Manual,R. Antoine,,,NA,R14,D,OC,,DC,217,,
DC218,First Book of Sanskrit 2,R G Bhandarkar,,,NA,R14,D,OC,,DC,218,,
DC219,Datu Mala Part 1,S.V.Radhakrishna Sastri,,,NA,R14,G,OC,,DC,219,,
DC22,Sivalilarnavam,R Balakrishna Sastri,,,NA,R14,G,OC,,DC,22,,
DC220,Journal of Sukrtindra Oriental Research Institute (April 2001),,,,NA,R14,G,OC,,DC,220,,
DC221,Gita For Everyday Living - Dec 2008 - Vedanta Kesari,Unknown,,,NA,R14,G,OC,,DC,221,,
DC222,"Summary of Papers (Dept of Sanskrit, Vivekananda College)",Unknown,,,NA,R14,G,OC,,DC,222,,
DC223,Bhagavad Gita For Students,Swami Atmashraddhananda,,,NA,R14,G,OC,,DC,223,,
DC224,Pattinatharin Thayanbu,M.R.Ramanan,,,NA,R14,G,OC,,DC,224,,
DC225,Subhasitani (Percepts Part 2 ),Nannilam Rajgopala Ganapadigal,,,NA,R14,G,OC,,DC,225,,
DC226,Veda Society Modernity,Dr.C.M.Neelakandan,,,NA,R14,G,OC,,DC,226,,
DC227,Samskritasri - Monthly Journal Feb 2008 (Sanskrit Educational Soceity),Unknown,,,NA,R14,G,OC,,DC,227,,
DC228,Philosophy of Sri Narayana Guru,P.K.Sasidharan Nair,,,NA,R14,G,OC,,DC,228,,
DC229,Ratnatraya Pariksha,Appayya Dikshithar,,,NA,R14,G,OC,,DC,229,,
DC23,Sivalilarnavam,R Balakrishna Sastri,,,NA,R14,G,OC,,DC,23,,
DC230,Saagarikam,Sagarika Samithi,,,NA,R14,D,OC,,DC,230,,
DC231,Gita For Everyday Living - Vedanta Kesari,Unknown,,,NA,R14,G,OC,,DC,231,,
DC232,Sama Kalina Bhartiya Sahityam ( Nov Dec 2003) ( Sampadana Mandal),Unknown,,,NA,R14,G,OC,,DC,232,,
DC233,Bioethics And Environment,M.Gabriel & Others,,,NA,R14,G,OC,,DC,233,,
DC234,Aryabhivinaya,Satyananda Sastri,,,NA,R14,G,OC,,DC,234,,
DC235,Samkhya Karika,Swami Virupakshananda,,,NA,R14,G,OC,,DC,235,,
DC236,Manitha Valamum Masu Kattupadum (Tamil),Murugesan,,,NA,R14,G,OC,,DC,236,,
DC237,Visvagunadarsha Champu,Surendranath Sastri,,,NA,R14,G,OC,,DC,237,,
DC238,Stotra Mala,Ganapati Sastri,,,NA,R14,G,OC,,DC,238,,
DC239,Natya Rasangal (Tamil),Dr. K. Prasanth,,,NA,R14,G,OC,,DC,239,,
DC24,Sri Vishnu Sahasranamam (Slokas),Unknown,,,NA,R14,G,OC,,DC,24,,
DC240,Tarka Sangraha,Ramachandra J Vyakarana Acharya,,,NA,R14,G,OC,,DC,240,,
DC241,Bhagavan Ramakrishnar ( R K Math ),Unknown,,,NA,R14,G,OC,,DC,241,,
DC242,Naatya Ragasiyangal,Dr. K. Prasanth,,,NA,R14,G,OC,,DC,242,,
DC243,Sinjiniyam,A.S.Subbukrishna Srowthy,,,NA,R14,G,OC,,DC,243,,
DC244,Janaka Janantham,Kalya Lakshmi Nrsimha,,,NA,R14,G,OC,,DC,244,,
DC245,Nilakanata Vijaya,Sankara Rama Sastri,,,NA,R14,G,OC,,DC,245,,
DC246,Samskrithasri ( Aug 2003 ),Unknown,,,NA,R14,G,OC,,DC,246,,
DC247,Vidyavahini,Dr. N.Umamaheswari,,,NA,R14,G,OC,,DC,247,,
DC248,Sri Balasaparya,S.V.Radhakrishna Sastri,,,NA,R14,G,OC,,DC,248,,
DC249,Subhashitha Sampuja ( Bhavanand Gandhi Centre For Science And Human Values),Unknown,,,NA,R14,G,OC,,DC,249,,
DC25,Sri Vishnu Sahasranamam (Slokas),Unknown,,,NA,R14,G,OC,,DC,25,,
DC250,Kambaramayanam (Vardhamanan Publications),Unknown,,,NA,R14,G,OC,,DC,250,,
DC251,The Ethical Philosophy of Gita,P.N.Srinivasachari,,,NA,R14,G,OC,,DC,251,,
DC252,Shree Lipi 6.0 (User Manual),Sree,,,NA,R14,G,OC,,DC,252,,
DC253,Shree Lipi 6.0 (User Manual) (Tamil Viram),Sree,,,NA,R14,G,OC,,DC,253,,
DC254,Dhanyaloka Prathama Utyotaga (Bengali),Unknown,,,NA,R14,G,OC,,DC,254,,
DC255,Shishubalavadam ( Prathama Sarga) (Bengali),Unknown,,,NA,R14,G,OC,,DC,255,,
DC256,Samskrita Sahitya Hasya Rasa (Sanskrit College Calcutta),Unknown,,,NA,R14,G,OC,,DC,256,,
DC257,Kathopanishad,Unknown,,,NA,R14,G,OC,,DC,257,,
DC258,Patanjali Yogasutras,Swami Prabhavananda,,,NA,R14,G,OC,,DC,258,,
DC259,Kumara Sambhavam Mahakavyam,Sesharaja Sarma Regame,,,NA,R14,G,OC,,DC,259,,
DC26,Aditya Hrudayam (Little Flower & Co),Unknown,,,NA,R14,G,OC,,DC,26,,
DC260,Kumara Sambhavam Mahakavyam,Sesharaja Sarma Regame,,,NA,R14,G,OC,,DC,260,,
DC261,Universal Ethics & Moral Conduct,Swami Vivekananda,,,NA,R14,G,OC,,DC,261,,
DC262,The Friend of All,Swami Vivekananda,,,NA,R14,G,OC,,DC,262,,
DC263,Neethineri And Nannadathai,Swami Vivekananda,,,NA,R14,G,OC,,DC,263,,
DC264,Neethineri And Nannadathai,Swami Vivekananda,,,NA,R14,G,OC,,DC,264,,
DC265,Neethineri And Nannadathai,Swami Vivekananda,,,NA,R14,G,OC,,DC,265,,
DC266,India,Swami Vivekananda,,,NA,R14,G,OC,,DC,266,,
DC267,India,Swami Vivekananda,,,NA,R14,G,OC,,DC,267,,
DC268,The Friend of All,Swami Vivekananda,,,NA,R14,G,OC,,DC,268,,
DC269,The Friend of All,Swami Vivekananda,,,NA,R14,G,OC,,DC,269,,
DC27,Aditya Hrudayam (Little Flower & Co),Unknown,,,NA,R14,G,OC,,DC,27,,
DC270,Universal Ethics & Moral Conduct,Swami Vivekananda,,,NA,R14,G,OC,,DC,270,,
DC271,Universal Ethics & Moral Conduct,Swami Vivekananda,,,NA,R14,G,OC,,DC,271,,
DC272,Universal Ethics & Moral Conduct,Swami Vivekananda,,,NA,R14,G,OC,,DC,272,,
DC273,Mundakopanishad (Mercury Printers),Unknown,,,NA,R14,G,OC,,DC,273,,
DC274,Kumarasambhava,Sankara Rama Sastri,,,NA,R14,G,OC,,DC,274,,
DC275,Swami Vivekananda On India And Her Problems,Swami Vivekananda,,,NA,R14,G,OC,,DC,275,,
DC276,Swami Vivekananda On India And Her Problems,Swami Vivekananda,,,NA,R14,G,OC,,DC,276,,
DC277,Sri Patanjali Yoga Sutram,Chandra Gandhan,,,NA,R14,G,OC,,DC,277,,
DC278,To The Youth of India,Swami Vivekananda,,,NA,R14,G,OC,,DC,278,,
DC279,To The Youth of India,Swami Vivekananda,,,NA,R14,G,OC,,DC,279,,
DC28,Aditya Hrudayam (Little Flower & Co),Unknown,,,NA,R14,G,OC,,DC,28,,
DC280,India,Swami Vivekananda,,,NA,R14,G,OC,,DC,280,,
DC281,India,Swami Vivekananda,,,NA,R14,G,OC,,DC,281,,
DC282,Mundakopanishad,Swami Gambhirananda,,,NA,R14,G,OC,,DC,282,,
DC283,Mundakopanishad,Swami Sarvananda,,,NA,R14,G,OC,,DC,283,,
DC284,Patanjali Yogasutras,Swami(Devi) Vasanthananda,,,NA,R14,G,OC,,DC,284,,
DC285,Lalitopahkhyana,Tnk Tirumulpad,,,NA,R14,G,OC,,DC,285,,
DC286,A Book of Narrative Verse,V.H.Collins,,,NA,R14,G,OC,,DC,286,,
DC287,Shimad Bhagavata,Navneetpriya Sastri,,,NA,R14,G,OC,,DC,287,,
DC288,Kalyana Shri Hanuman Angha,Swamy Ramasugadass,,,NA,R14,G,OC,,DC,288,,
DC289,Kalyana Shri Ganesha Angha,Chinmanalal Goswamy,,,NA,R14,G,OC,,DC,289,,
DC29,Aditya Hrudayam (Little Flower & Co),Unknown,,,NA,R14,G,OC,,DC,29,,
DC290,Srimad Bhagavatam (Vol 1 Skandha 1 To 7),T R Krishnancharya,,,NA,R14,G,OC,,DC,290,,
DC291,Srimad Bhagavatam (Vol 1 Skandha 8 To 12),T R Krishnancharya,,,NA,R14,G,OC,,DC,291,,
DC292,Srimad Bhagavat Gita,Sri Jayadayal Goyanthaka,,,NA,R14,G,OC,,DC,292,,
DC293,Samskritha Bakthamala Praramba,Unknown,,,NA,R14,G,OC,,DC,293,,
DC294,Proceedings of National Seminar On 'Introduction In Science Degree Course',Ministry of Science And Technology,,,NA,R14,G,OC,,DC,294,,
DC295,Kalyana Narasimha Purana Angha,Chinmanalal Goswamy,,,NA,R14,G,OC,,DC,295,,
DC296,Kalyana Srivishnu Purana Angha,Chinmanalal Goswamy,,,NA,R14,G,OC,,DC,296,,
DC297,Kalyana Vamana Purana Angha,Shri Hanuman Prasad,,,NA,R14,G,OC,,DC,297,,
DC298,Sri Skanda Mahapurana Angha Satika Arabhyate,Unknown,,,NA,R14,G,OC,,DC,298,,
DC299,Sri Skanda Mahapurana Angha Sampoornam,Unknown,,,NA,R14,G,OC,,DC,299,,
DC3,Patanjaliand Mahabhasya Vol 6,P.S.Subramanya Sastri,,,NA,R14,G,OC,,DC,3,,
DC30,Aditya Hrudayam (Little Flower & Co),Unknown,,,NA,R14,G,OC,,DC,30,,
DC300,Srimath Bhagavatha Mahapurana (Gita Press),Unknown,,,NA,R14,G,OC,,DC,300,,
DC301,Srimath Bhagavatha Mahapurana (Skandha -10 Vol-3),Mallampalli Sarabeswara Sarma,,,NA,R14,G,OC,,DC,301,,
DC302,Srimath Bhagavatha Mahapuranam of Maharishi Vedavyasa (Skandha - 4),N.C.V.Narasimhacharya,,,NA,R14,G,OC,,DC,302,,
DC303,Srimath Bhagavatha Mahapuranam of Maharishi Vedavyasa (Skandha - 8),N.C.V.Narasimhacharya,,,NA,R14,G,OC,,DC,303,,
